Name,Rating,Reviews,Company Type,Location,Highly Rated For,Critically Rated For
Cogent E Services,3.3,2.8k,Noida +44 other locations,Unknown,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Jubilant Foods Works,3.8,2.8k,Hospitality,New Delhi +216 other locations,None,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Escorts Kubota Limited,4.1,2.8k,Engineering & Construction,Faridabad +138 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
Johnson Controls,3.6,2.8k,Industrial Automation,Pune +51 other locations,None,"Promotions / Appraisal, Work Satisfaction, Job Security"
Vishal Mega Mart,3.8,2.8k,Retail,New Delhi +330 other locations,Salary & Benefits,"Company Culture, Job Security"
Reliance Digital,4.1,2.8k,Retail,Mumbai +329 other locations,"Skill Development / Learning, Job Security, Company Culture",None
Ipca Laboratories,4.0,2.8k,Pharma,Mumbai +140 other locations,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Glenmark Pharmaceuticals,3.9,2.8k,Pharma,Mumbai +148 other locations,Skill Development / Learning,Promotions / Appraisal
Birlasoft,3.6,2.8k,IT Services & Consulting,Pune +40 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Synechron,3.6,2.7k,IT Services & Consulting,Pune +28 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
Indian Air Force,4.6,2.7k,Defence & Aerospace,New Delhi +126 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",None
Aarti Industries,4.2,2.7k,Agro Chemicals,Bharuch +47 other locations,"Job Security, Work Life Balance, Skill Development / Learning",None
NTT Data Information Processing Services,4.0,2.7k,IT Services & Consulting,Bangalore / Bengaluru +32 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
24/7 Customer,3.5,2.7k,Software Product,Bangalore / Bengaluru +30 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
PNB MetLife,3.4,2.7k,Insurance,New Delhi +358 other locations,None,"Job Security, Work Satisfaction, Company Culture"
Kotak Mahindara Life Insurance,3.8,2.7k,Insurance,Mumbai +227 other locations,Job Security,Promotions / Appraisal
UBS,4.0,2.7k,Financial Services,Pune +18 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Honda Motorcycle & Scooter,4.1,2.7k,Automobile,Gurgaon / Gurugram +246 other locations,"Job Security, Work Life Balance, Company Culture",None
Hindustan Coca Cola Beverages,4.2,2.7k,Beverage,Bangalore / Bengaluru +229 other locations,"Salary & Benefits, Skill Development / Learning, Job Security",None
MRF Tyres,3.7,2.7k,Auto Components,Chennai +174 other locations,Job Security,"Company Culture, Work Satisfaction, Work Life Balance"
JK Cement,4.1,2.7k,Building Material,New Delhi +266 other locations,"Salary & Benefits, Job Security, Company Culture",None
DTDC Express,3.8,2.7k,Logistics,New Delhi +240 other locations,None,"Promotions / Appraisal, Salary & Benefits"
Paras Hospital,4.5,2.6k,Healthcare,Patna +51 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
KPIT Technologies,3.5,2.6k,Software Product,Pune +33 other locations,None,"Promotions / Appraisal, Work Satisfaction, Job Security"
HARMAN,3.8,2.6k,Consumer Electronics & Appliances,Bangalore / Bengaluru +32 other locations,None,Promotions / Appraisal
Reliance Nippon Life Insurance,3.7,2.6k,Insurance,Mumbai +449 other locations,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
Ceat Tyres,4.0,2.6k,Auto Components,Nagpur +121 other locations,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
NatWest Group,4.1,2.6k,Banking,Gurgaon / Gurugram +22 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
ABB,4.1,2.6k,Industrial Automation,Bangalore / Bengaluru +96 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Kyndryl,4.0,2.6k,IT Services & Consulting,Bangalore / Bengaluru +29 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal
UnitedHealth,4.1,2.6k,Healthcare,Hyderabad / Secunderabad +15 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
IGT Solutions,3.3,2.6k,IT Services & Consulting,New Delhi +41 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Conduent,3.5,2.6k,BPO,Bangalore / Bengaluru +25 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
GeBBS Healthcare Solutions,3.7,2.6k,Healthcare,Mumbai +20 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
State Street Corporation,3.8,2.6k,Financial Services,Bangalore / Bengaluru +27 other locations,Job Security,Promotions / Appraisal
InterGlobe Aviation,3.6,2.6k,Aviation,New Delhi +91 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
CMS IT Services,3.1,2.5k,IT Services & Consulting,Mumbai +143 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Aditya Birla Sun Life Insurance,4.1,2.5k,Insurance,Mumbai +395 other locations,"Company Culture, Job Security, Work Life Balance",None
TVS Credit,4.4,2.5k,NBFC,Chennai +341 other locations,"Company Culture, Skill Development / Learning, Job Security",None
RSPL Group,4.1,2.5k,FMCG,Kanpur +212 other locations,"Job Security, Work Life Balance, Skill Development / Learning",None
Alstom Transportation,3.7,2.5k,Engineering & Construction,Bangalore / Bengaluru +67 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
Motilal Oswal Financial Services,3.8,2.5k,Financial Services,Mumbai +138 other locations,Skill Development / Learning,None
ArcelorMittal Nippon Steel,4.1,2.5k,Iron & Steel,Surat +74 other locations,"Job Security, Skill Development / Learning, Work Life Balance",None
Max Healthcare,4.1,2.5k,Healthcare,New Delhi +65 other locations,"Skill Development / Learning, Job Security, Company Culture",None
Sahrudaya Healthcare (Medicover Hospitals),4.6,2.5k,Healthcare,Hyderabad / Secunderabad +40 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Grasim Industries,4.0,2.5k,Building Material,Bharuch +159 other locations,"Job Security, Skill Development / Learning, Work Life Balance",None
ACC,3.9,2.4k,Building Material,Mumbai +233 other locations,None,Promotions / Appraisal
PepsiCo,4.1,2.4k,Food Processing,Hyderabad / Secunderabad +241 other locations,"Work Life Balance, Company Culture, Salary & Benefits",None
Tata AIG,4.1,2.4k,Insurance,Mumbai +234 other locations,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
Titan Company,4.3,2.4k,Retail,Bangalore / Bengaluru +153 other locations,"Job Security, Company Culture, Skill Development / Learning",None
S&P Global,4.2,2.4k,Analytics & KPO,Hyderabad / Secunderabad +37 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
UPL,4.1,2.4k,Agro Chemicals,Ankleshwar +168 other locations,"Job Security, Work Life Balance, Skill Development / Learning",None
IDFC FIRST Bharat,4.5,2.4k,NBFC,Chennai +327 other locations,"Salary & Benefits, Job Security, Company Culture",None
Tata Technologies,3.7,2.4k,Engineering & Construction,Pune +47 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Tata Capital,4.1,2.4k,NBFC,Mumbai +241 other locations,"Job Security, Company Culture, Skill Development / Learning",None
Shoppers Stop,4.1,2.4k,Retail,Mumbai +75 other locations,"Job Security, Company Culture, Skill Development / Learning",None
Zensar Technologies,3.7,2.4k,IT Services & Consulting,Pune +24 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Amazon Transportation Services,4.2,2.4k,Hyderabad / Secunderabad +199 other locations,Unknown,"Salary & Benefits, Company Culture, Skill Development / Learning",None
Torrent Pharmaceuticals,3.9,2.4k,Pharma,Ahmedabad +106 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Varroc Group,3.7,2.4k,Auto Components,Pune +58 other locations,None,"Promotions / Appraisal, Company Culture, Job Security"
Afcons Infrastructure,4.3,2.4k,Engineering & Construction,Mumbai +104 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Mankind Pharma,3.9,2.4k,New Delhi +216 other locations,Unknown,Salary & Benefits,None
UNO Minda,4.0,2.4k,Auto Components,Pune +92 other locations,"Job Security, Skill Development / Learning, Company Culture",None
Croma,4.0,2.4k,Retail,Mumbai +162 other locations,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Walmart,3.8,2.3k,Retail,Bangalore / Bengaluru +84 other locations,"Salary & Benefits, Job Security",Promotions / Appraisal
Dilip Buildcon,4.0,2.3k,Engineering & Construction,Bhopal +202 other locations,"Skill Development / Learning, Work Satisfaction",None
Bajaj Allianz General Insurance,3.9,2.3k,Insurance,Pune +240 other locations,"Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
ElasticRun,3.5,2.3k,Logistics,Pune +359 other locations,None,"Job Security, Promotions / Appraisal, Work Satisfaction"
Flex,4.0,2.3k,Electronics Manufacturing,Chennai +40 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Capita,3.6,2.3k,IT Services & Consulting,Pune +26 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
I Process Services,3.9,2.3k,Mumbai +341 other locations,Unknown,"Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
HDFC Sales,4.0,2.3k,Financial Services,Mumbai +296 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
GATI-KWE,4.0,2.3k,Logistics,Hyderabad / Secunderabad +154 other locations,"Skill Development / Learning, Job Security, Work Life Balance",Promotions / Appraisal
Societe Generale Global Solution Centre,3.9,2.3k,IT Services & Consulting,Bangalore / Bengaluru +17 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Statestreet HCL Services,3.3,2.3k,BPO,Chennai +16 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Nokia,4.2,2.3k,Telecom,Bangalore / Bengaluru +155 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
MSN Laboratories,3.8,2.3k,Pharma,Hyderabad / Secunderabad +80 other locations,Job Security,Company Culture
Apollo Tyres,4.0,2.2k,Auto Components,Chennai +151 other locations,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal
Quest Global,3.6,2.2k,IT Services & Consulting,Bangalore / Bengaluru +36 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Fiserv,3.2,2.2k,FinTech,Pune +31 other locations,None,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Sammaan Capital Limited,3.8,2.2k,NBFC,New Delhi +191 other locations,None,"Promotions / Appraisal, Job Security"
Nestle,4.0,2.2k,FMCG,Gurgaon / Gurugram +255 other locations,"Salary & Benefits, Skill Development / Learning, Job Security",Promotions / Appraisal
Barclays,3.9,2.2k,Banking,Pune +32 other locations,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal
Landmark Group,4.0,2.2k,Retail,Bangalore / Bengaluru +151 other locations,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
AGS Health,4.0,2.2k,Analytics & KPO,Chennai +47 other locations,"Job Security, Company Culture, Skill Development / Learning",None
Blue Dart Express,4.1,2.2k,Logistics,Mumbai +246 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Suzlon Group,4.1,2.2k,Power,Pune +113 other locations,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal
IKS Health,3.6,2.2k,BPO,Mumbai +22 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
BlackBuck,3.8,2.2k,Internet,Bangalore / Bengaluru +335 other locations,None,"Promotions / Appraisal, Job Security"
Domino's Pizza,4.0,2.2k,New Delhi +226 other locations,Unknown,"Skill Development / Learning, Salary & Benefits",None
Bajaj Electricals,4.0,2.2k,Consumer Electronics & Appliances,Mumbai +204 other locations,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal
Zomato,3.8,2.2k,Internet,Gurgaon / Gurugram +194 other locations,None,"Promotions / Appraisal, Job Security"
PhonePe,4.0,2.1k,FinTech,Bangalore / Bengaluru +268 other locations,"Salary & Benefits, Company Culture, Skill Development / Learning",None
KocharTech,4.0,2.1k,IT Services & Consulting,Kolkata +24 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",None
Axis Direct,3.9,2.1k,Financial Services,Mumbai +261 other locations,None,Promotions / Appraisal
Sterlite Technologies,3.8,2.1k,Hardware & Networking,Aurangabad +88 other locations,None,"Promotions / Appraisal, Job Security"
G4S,4.0,2.1k,Law Enforcement & Security,Gurgaon / Gurugram +142 other locations,"Work Life Balance, Salary & Benefits, Job Security",Promotions / Appraisal
Yazaki,3.9,2.1k,Auto Components,Pune +75 other locations,None,Promotions / Appraisal
McDonald's,4.1,2.1k,New Delhi +140 other locations,Unknown,"Skill Development / Learning, Company Culture, Job Security",None
Britannia,4.1,2.1k,FMCG,Bangalore / Bengaluru +248 other locations,"Job Security, Skill Development / Learning",None
Capgemini Engineering,3.5,2.1k,IT Services & Consulting,Bangalore / Bengaluru +25 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
DS Group,4.1,2.1k,FMCG,Noida +228 other locations,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal
Micro Labs,3.7,2.1k,Pharma,Bangalore / Bengaluru +133 other locations,Job Security,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Shree Cement,3.8,2.1k,Building Material,Ajmer +219 other locations,None,"Promotions / Appraisal, Job Security"
KPMG Global Services,3.6,2.1k,Management Consulting,Bangalore / Bengaluru +33 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
XpressBees,3.7,2.1k,Pune +252 other locations,Unknown,None,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Exide Industries,3.5,2.1k,Auto Components,Kolkata +191 other locations,None,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Fujitsu,3.8,2.1k,IT Services & Consulting,Pune +34 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
TVS Supply Chain Solutions,3.8,2.1k,Chennai +138 other locations,Unknown,None,"Promotions / Appraisal, Salary & Benefits"
Voltas,4.0,2.1k,Consumer Electronics & Appliances,Mumbai +181 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
KFintech,3.5,2.1k,Hyderabad / Secunderabad +103 other locations,Unknown,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Mahindra Logistics,3.9,2.1k,Logistics,Pune +140 other locations,Skill Development / Learning,Promotions / Appraisal
Patanjali Ayurved,4.0,2k,FMCG,Haridwar +264 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Huawei Technologies,4.0,2k,Telecom,Bangalore / Bengaluru +102 other locations,"Salary & Benefits, Skill Development / Learning",Job Security
